,neighborhood_name,neighborhood_latitude,neighborhood_longitude,vanue,vanue_category,venue_latitude,venue_longitude
223,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Real Canadian Superstore,Supermarket,43.722704,-79.337508
224,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,GoodLife Fitness,Gym,43.722704,-79.337508
225,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,The Beer Store,Beer Store,43.7227042,-79.3375083
226,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Subway,Sandwich Place,43.72432189860479,-79.33685838010095
227,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Pho 88 發發餐廳,Asian Restaurant,43.72664201962024,-79.3423446449432
228,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Harvey's,Restaurant,43.726602588537574,-79.34103479447748
229,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Congee Star 帝王名粥,Chinese Restaurant,43.72658622416194,-79.34183343111253
230,"Don Mills South,Flemingdon Park",43.72589970000001,-79.340923,Delimark Cafe,Coffee Shop,43.72753609649164,-79.33954737355866
231,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Wolfie's Deli,Deli / Bodega,43.754875481443555,-79.44243785404784
232,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Bagel Plus,Restaurant,43.75539484400371,-79.4406859789969
233,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Orly Restaurant & Grill,Middle Eastern Restaurant,43.754493246006334,-79.44350727697311
234,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Best for Bride in Toronto,Bridal Shop,43.7557891,-79.4378344
235,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Starbucks,Coffee Shop,43.755703,-79.440483
236,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Tim Hortons,Coffee Shop,43.75476686520758,-79.44325044751167
237,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Dairy Queen,Ice Cream Shop,43.75567964325238,-79.44016579234159
238,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,TD Canada Trust,Bank,43.7562323,-79.4390254
239,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Wakame Sushi,Sushi Restaurant,43.755382185036986,-79.44094461257187
240,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Yogurty's,Frozen Yogurt Shop,43.756190568366485,-79.43941837290544
241,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Subway,Sandwich Place,43.755741275340625,-79.44050193032683
242,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Pizza Pizza,Pizza Place,43.75531145041057,-79.44112566629565
243,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Popeyes Louisiana Kitchen,Fried Chicken Joint,43.754671343663034,-79.44274006861691
244,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Wimpy's Diner,Diner,43.75620987159905,-79.43929448082638
245,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Petro-Canada,Gas Station,43.755112,-79.438838
246,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Sheppard Plaza,Shopping Mall,43.75569512647938,-79.43961347354475
247,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Shoppers Drug Mart,Pharmacy,43.756239,-79.439599
248,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Rogers,Video Store,43.75543769999999,-79.4411542
249,"Wilson Heights,Downsview North,Bathurst Manor",43.7543283,-79.4422593,Metro,Supermarket,43.75608379050764,-79.43978950381364
250,"Northwood Park,York University",43.7679803,-79.48726190000001,MUSE Massage Spa,Massage Studio,43.7656861872247,-79.4893183666046
251,"Northwood Park,York University",43.7679803,-79.48726190000001,Carribean Heat,Caribbean Restaurant,43.764155,-79.490227
252,"Northwood Park,York University",43.7679803,-79.48726190000001,Tim Hortons,Coffee Shop,43.764289283166015,-79.48879033327103
253,"Northwood Park,York University",43.7679803,-79.48726190000001,Bad Boy Furniture - North York,Furniture / Home Store,43.76431446505117,-79.4865882396698
254,"Northwood Park,York University",43.7679803,-79.48726190000001,Falafel Express,Falafel Restaurant,43.764187100541214,-79.48912096481943
255,"Northwood Park,York University",43.7679803,-79.48726190000001,Lastman's Bad Boy,Furniture / Home Store,43.76387769549716,-79.48643532503631
256,"Northwood Park,York University",43.7679803,-79.48726190000001,Fox & Fiddle,Bar,43.76379461939549,-79.48849672002802
257,"Downsview East,CFB Toronto",43.737473200000004,-79.46476329999999,Toronto Downsview Airport (YZD),Airport,43.738882611749744,-79.47011109314882
258,"Downsview East,CFB Toronto",43.737473200000004,-79.46476329999999,Canada's Gardenland,Construction & Landscaping,43.73746068250781,-79.46599960327148
259,"Downsview East,CFB Toronto",43.737473200000004,-79.46476329999999,Ancaster Park,Park,43.73470570807407,-79.46477740817078
260,"Downsview East,CFB Toronto",43.737473200000004,-79.46476329999999,Fly By (Bombardier),Snack Place,43.737631678660755,-79.46905639949065
261,Downsview West,43.7390146,-79.5069436,TD Canada Trust,Bank,43.7402356,-79.5125502
262,Downsview West,43.7390146,-79.5069436,Giltspur Park,Park,43.73572426577187,-79.50782060623169
263,Downsview West,43.7390146,-79.5069436,Win Farm Supermarket,Grocery Store,43.739193173128825,-79.51205313205719
264,Downsview West,43.7390146,-79.5069436,Price Chopper,Grocery Store,43.73990841084056,-79.51226143309357
265,Downsview West,43.7390146,-79.5069436,Gecko Hospitality,Hotel,43.74266963059613,-79.50395822525024
266,Downsview Central,43.7284964,-79.49569740000001,Roding Park,Baseball Field,43.728655041194294,-79.49291760986993
267,Downsview Central,43.7284964,-79.49569740000001,DryShield Water Solutions Corp,Home Service,43.73093335493166,-79.49898004531859
268,Downsview Central,43.7284964,-79.49569740000001,Yummy Dogs,Food Truck,43.72651174068901,-79.50127950136176
269,Downsview Northwest,43.7616313,-79.52099940000001,No Frills,Grocery Store,43.758178,-79.51968
270,Downsview Northwest,43.7616313,-79.52099940000001,Tim Hortons,Coffee Shop,43.757604086285156,-79.5188820362091
271,Downsview Northwest,43.7616313,-79.52099940000001,Dollarama,Discount Store,43.758177,-79.519679
272,Downsview Northwest,43.7616313,-79.52099940000001,Planet Fitness,Gym / Fitness Center,43.757538,-79.51961
273,Victoria Village,43.725882299999995,-79.31557159999998,Victoria Village Arena,Hockey Arena,43.72348055545508,-79.31563520925143
274,Victoria Village,43.725882299999995,-79.31557159999998,Tim Hortons,Coffee Shop,43.725516631714754,-79.31310251366091
275,Victoria Village,43.725882299999995,-79.31557159999998,Portugril,Portuguese Restaurant,43.72581876267242,-79.31278541470671
276,Victoria Village,43.725882299999995,-79.31557159999998,Pizza Nova,Pizza Place,43.725823726352196,-79.31286041792907
277,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,Jawny Bakers,Gastropub,43.705782646822,-79.31291304477831
278,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,East York Gymnastics,Gym / Fitness Center,43.710654,-79.309279
279,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,Shoppers Drug Mart,Pharmacy,43.705933,-79.312825
280,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,TD Canada Trust,Bank,43.705739883755946,-79.31227013468737
281,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,Pizza Pizza,Pizza Place,43.70515901620182,-79.31312955571528
282,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,Nostalgia,Café,43.706832771917064,-79.31178314223835
283,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,St. Clair Ave E & O'Connor Dr,Intersection,43.70523283448301,-79.31327432821826
284,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,Venice Pizza,Pizza Place,43.70592051370348,-79.31395663414658
285,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,91 Woodbine Bus (south),Bus Line,43.7076463787027,-79.31380806795836
286,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,Harvey's,Fast Food Restaurant,43.70813627814792,-79.3141045886623
287,"Parkview Hill,Woodbine Gardens",43.7063972,-79.309937,TKTO - Toronto Knife Throwing Organization,Athletics & Sports,43.7099660731501,-79.31341111891099
288,Woodbine Heights,43.695343900000005,-79.3183887,East York Memorial Arena,Skating Rink,43.69722441688202,-79.31539709142582
289,Woodbine Heights,43.695343900000005,-79.3183887,East York Curling Club,Curling Ice,43.69682672948465,-79.31365836861947
290,Woodbine Heights,43.695343900000005,-79.3183887,The Beer Store,Beer Store,43.6937312,-79.3167591
291,Woodbine Heights,43.695343900000005,-79.3183887,Shoppers Drug Mart,Pharmacy,43.699244,-79.318939
292,Woodbine Heights,43.695343900000005,-79.3183887,Stan Wadlow Park,Park,43.697835820584395,-79.31430328766514
293,Woodbine Heights,43.695343900000005,-79.3183887,Beauty Boutique by Shoppers Drug Mart,Cosmetics Shop,43.699232,-79.319319
294,Woodbine Heights,43.695343900000005,-79.3183887,Luxy Nails,Spa,43.69285615840882,-79.3158494567113
295,Woodbine Heights,43.695343900000005,-79.3183887,East York Memorial Arena,Athletics & Sports,43.697623791570656,-79.31514515513003
296,The Beaches,43.67635739999999,-79.2930312,Glen Manor Ravine,Trail,43.67682094413784,-79.29394208780985
297,The Beaches,43.67635739999999,-79.2930312,The Big Carrot Natural Food Market,Health Food Store,43.678879,-79.297734
298,The Beaches,43.67635739999999,-79.2930312,Grover Pub and Grub,Pub,43.679181434941015,-79.29721535878515
299,The Beaches,43.67635739999999,-79.2930312,Upper Beaches,Neighborhood,43.68056321147582,-79.2928688743688
300,Leaside,43.7090604,-79.3634517,Local Leaside,Sports Bar,43.71001166793114,-79.36351433524794
301,Leaside,43.7090604,-79.3634517,Olde Yorke Fish & Chips,Fish & Chips Shop,43.706141306111306,-79.3618288170822
302,Leaside,43.7090604,-79.3634517,Rack Attack,Sporting Goods Shop,43.70693351467496,-79.36226108591485
303,Leaside,43.7090604,-79.3634517,LCBO,Liquor Store,43.710571304463954,-79.36028703241085
304,Leaside,43.7090604,-79.3634517,CrossFit Toronto,Gym,43.7080995557005,-79.35905992984772
305,Leaside,43.7090604,-79.3634517,The Leaside Pub,Restaurant,43.7104921,-79.3638312
306,Leaside,43.7090604,-79.3634517,Enduro Sport,Bike Shop,43.70605947915959,-79.36183454315712
307,Leaside,43.7090604,-79.3634517,Aroma Espresso Bar,Coffee Shop,43.70561065613986,-79.36077468518098
308,Leaside,43.7090604,-79.3634517,Longo's,Supermarket,43.70643262604979,-79.35975310254634
309,Leaside,43.7090604,-79.3634517,Bulk Barn,Grocery Store,43.70611573147322,-79.36054145695127
310,Leaside,43.7090604,-79.3634517,PetSmart,Pet Store,43.7126819,-79.3626365
311,Leaside,43.7090604,-79.3634517,South St. Burger,Burger Joint,43.71051026319384,-79.36158441272885
312,Leaside,43.7090604,-79.3634517,Kintako Japanese Restaurant,Sushi Restaurant,43.71159659251094,-79.36396207124376
313,Leaside,43.7090604,-79.3634517,Booster Juice,Juice Bar,43.70617277,-79.36065194
314,Leaside,43.7090604,-79.3634517,Five Guys,Burger Joint,43.70563811973093,-79.36121130859895
315,Leaside,43.7090604,-79.3634517,Leaside Village,Shopping Mall,43.70568229146645,-79.36077693042236
316,Leaside,43.7090604,-79.3634517,Subway,Sandwich Place,43.710410108561625,-79.36185814836224
317,Leaside,43.7090604,-79.3634517,Tim Hortons,Coffee Shop,43.70562930215073,-79.36102831503376
318,Leaside,43.7090604,-79.3634517,Golf Town,Sporting Goods Shop,43.70940869587626,-79.3623167837894
319,Leaside,43.7090604,-79.3634517,Cupcakes,Dessert Shop,43.70602656677556,-79.36086417950665
320,Leaside,43.7090604,-79.3634517,Winners,Department Store,43.7094205909056,-79.36093211174
321,Leaside,43.7090604,-79.3634517,TD Canada Trust,Bank,43.7116872,-79.3637718
322,Leaside,43.7090604,-79.3634517,Starbucks,Coffee Shop,43.706564,-79.359591
323,Leaside,43.7090604,-79.3634517,Amsterdam Barrel House,Brewery,43.70602053200777,-79.36132913641597
324,Leaside,43.7090604,-79.3634517,SportChek,Sporting Goods Shop,43.70985360457569,-79.36045518457757
325,Leaside,43.7090604,-79.3634517,Sunset Grill,Breakfast Spot,43.71008051140994,-79.36252937590784
326,Leaside,43.7090604,-79.3634517,Pier 1 Imports,Furniture / Home Store,43.7133394919619,-79.3643121421883
327,Leaside,43.7090604,-79.3634517,Linen Chest,Furniture / Home Store,43.70693984029428,-79.35987973289845
328,Leaside,43.7090604,-79.3634517,The Beer Store,Beer Store,43.7057389,-79.3604382
329,Leaside,43.7090604,-79.3634517,Best Buy,Electronics Store,43.709255121223215,-79.36168044805527
330,Leaside,43.7090604,-79.3634517,Mucho Burrito Fresh Mexican Grill,Mexican Restaurant,43.706746,-79.361707
331,Leaside,43.7090604,-79.3634517,The Great Canadian Bagel,Bagel Shop,43.71327461980094,-79.36502672732136
332,Thorncliffe Park,43.7053689,-79.34937190000001,Costco,Warehouse Store,43.70705091308799,-79.3480933503406
333,Thorncliffe Park,43.7053689,-79.34937190000001,Iqbal Kebab & Sweet Centre,Indian Restaurant,43.705923230061344,-79.35152127765924
334,Thorncliffe Park,43.7053689,-79.34937190000001,Fit4Less,Gym,43.705689,-79.346018
335,Thorncliffe Park,43.7053689,-79.34937190000001,Bikram Yoga East York,Yoga Studio,43.70545001006983,-79.35144826217264
336,Thorncliffe Park,43.7053689,-79.34937190000001,Shoppers Drug Mart,Pharmacy,43.70581,-79.347044
337,Thorncliffe Park,43.7053689,-79.34937190000001,Hero Certified Burgers,Burger Joint,43.70551137025456,-79.34706447492002
338,Thorncliffe Park,43.7053689,-79.34937190000001,Iqbal foods,Grocery Store,43.70575095291481,-79.35205378554073
339,Thorncliffe Park,43.7053689,-79.34937190000001,Subway,Sandwich Place,43.704596336290024,-79.34967021023124
340,Thorncliffe Park,43.7053689,-79.34937190000001,Hakka Garden,Indian Restaurant,43.704578351261326,-79.34977027417523
341,Thorncliffe Park,43.7053689,-79.34937190000001,Petro-Canada,Gas Station,43.704058,-79.348094
342,Thorncliffe Park,43.7053689,-79.34937190000001,Pizza Pizza,Pizza Place,43.705564293137044,-79.34713894303022
343,Thorncliffe Park,43.7053689,-79.34937190000001,Tim Hortons,Coffee Shop,43.7050898,-79.3505453
344,Thorncliffe Park,43.7053689,-79.34937190000001,A&W,Fast Food Restaurant,43.706275,-79.34467
345,Thorncliffe Park,43.7053689,-79.34937190000001,Food Basics,Supermarket,43.70531094557909,-79.34732168914252
346,Thorncliffe Park,43.7053689,-79.34937190000001,TD Canada Trust,Bank,43.7063562,-79.3456426
347,Thorncliffe Park,43.7053689,-79.34937190000001,Dollarama,Discount Store,43.705689,-79.346018
348,Thorncliffe Park,43.7053689,-79.34937190000001,Swiss Chalet,Restaurant,43.707786042366365,-79.34413242874473
349,Thorncliffe Park,43.7053689,-79.34937190000001,LCBO,Liquor Store,43.706700447882305,-79.34501827004178
350,Thorncliffe Park,43.7053689,-79.34937190000001,Leaside park,Park,43.70217669622919,-79.35137675914693
351,East Toronto,43.685347,-79.3381065,Aldwych Park,Park,43.68490095564762,-79.34109075059628
352,East Toronto,43.685347,-79.3381065,The Path,Park,43.68392344354094,-79.33500661843325
353,East Toronto,43.685347,-79.3381065,Sammon Convenience,Convenience Store,43.68695102703702,-79.33500661843325
354,"The Danforth West,Riverdale",43.6795571,-79.352188,Pantheon,Greek Restaurant,43.67762124481265,-79.35143390043564
355,"The Danforth West,Riverdale",43.6795571,-79.352188,MenEssentials,Cosmetics Shop,43.677820068604575,-79.35126543045044
356,"The Danforth West,Riverdale",43.6795571,-79.352188,Mezes,Greek Restaurant,43.6779622615441,-79.35019606997218
357,"The Danforth West,Riverdale",43.6795571,-79.352188,Cafe Fiorentina,Italian Restaurant,43.677743,-79.350115
358,"The Danforth West,Riverdale",43.6795571,-79.352188,Dolce Gelato,Ice Cream Shop,43.677772998450614,-79.35118737317053
359,"The Danforth West,Riverdale",43.6795571,-79.352188,Moksha Yoga Danforth,Yoga Studio,43.67762174479883,-79.3521159367257
360,"The Danforth West,Riverdale",43.6795571,-79.352188,Louis Cifer Brew Works,Brewery,43.677662745359996,-79.3513125762371
361,"The Danforth West,Riverdale",43.6795571,-79.352188,Messini Authentic Gyros,Greek Restaurant,43.677827494513096,-79.35056873157725
362,"The Danforth West,Riverdale",43.6795571,-79.352188,La Diperie,Ice Cream Shop,43.67753,-79.352295
363,"The Danforth West,Riverdale",43.6795571,-79.352188,The Auld Spot Pub,Pub,43.67733505610778,-79.35312964755529
364,"The Danforth West,Riverdale",43.6795571,-79.352188,Valley Farm Produce,Fruit & Vegetable Store,43.677999294687275,-79.3499690927287
365,"The Danforth West,Riverdale",43.6795571,-79.352188,7 Numbers,Italian Restaurant,43.677061774959824,-79.35393428891682
366,"The Danforth West,Riverdale",43.6795571,-79.352188,Pizzeria Libretto,Pizza Place,43.678488633358,-79.34757579277853
367,"The Danforth West,Riverdale",43.6795571,-79.352188,Re: Reading,Bookstore,43.678506570428084,-79.34767758382526
368,"The Danforth West,Riverdale",43.6795571,-79.352188,Rikkochez,Restaurant,43.677267,-79.353274
369,"The Danforth West,Riverdale",43.6795571,-79.352188,Caffé Demetre,Dessert Shop,43.67768266377745,-79.35160842812537
370,"The Danforth West,Riverdale",43.6795571,-79.352188,The Big Carrot Organic Juice Bar,Juice Bar,43.677438,-79.352683
371,"The Danforth West,Riverdale",43.6795571,-79.352188,Tsaa Tea Shop,Bubble Tea Shop,43.67776898684133,-79.35130446081268
372,"The Danforth West,Riverdale",43.6795571,-79.352188,Christina's On The Danforth,Greek Restaurant,43.678239784878826,-79.34918494943804
373,"The Danforth West,Riverdale",43.6795571,-79.352188,Alexandros,Greek Restaurant,43.67830448799868,-79.34948556208978
374,"The Danforth West,Riverdale",43.6795571,-79.352188,Urban Nails,Spa,43.676667789021906,-79.35660190332753
375,"The Danforth West,Riverdale",43.6795571,-79.352188,Don Valley Trail,Trail,43.67633091997674,-79.35392333297455
376,"The Danforth West,Riverdale",43.6795571,-79.352188,Athen's Pastries,Greek Restaurant,43.67816589533113,-79.34892679522846
377,"The Danforth West,Riverdale",43.6795571,-79.352188,Detroit Eatery,Diner,43.67759437002395,-79.35176144372598
378,"The Danforth West,Riverdale",43.6795571,-79.352188,Astoria Shish Kebob House,Greek Restaurant,43.677596,-79.351738
379,"The Danforth West,Riverdale",43.6795571,-79.352188,Bulk Barn,Grocery Store,43.67678989740336,-79.35586511284247
380,"The Danforth West,Riverdale",43.6795571,-79.352188,IQ Living,Furniture / Home Store,43.678477,-79.347811
381,"The Danforth West,Riverdale",43.6795571,-79.352188,Leonidas Chocolates Cafe,Café,43.67811808012494,-79.34948504099059
